timestamp,venue,instant_dBA,LAeq_10s,LAeq_6min,light,projected_6min,timeToLimit_s,peakC_dB,violation,overload,yellow_limit,red_limit
2026-06-04T21:52:05.065-04:00,Memorial Hall,77.2,77.2,77.2,green,77.2,,87.68,0,0,90,95
2026-06-04T21:52:06.072-04:00,Memorial Hall,81.0,82.7,82.7,green,82.7,,94.57,0,0,90,95
2026-06-04T21:52:07.082-04:00,Memorial Hall,80.4,82.1,82.1,green,82.1,,93.48,0,0,90,95
2026-06-04T21:52:08.091-04:00,Memorial Hall,78.5,82.0,82.0,green,82.0,,87.88,0,0,90,95
2026-06-04T21:52:09.101-04:00,Memorial Hall,80.4,81.9,81.9,green,81.9,,93.09,0,0,90,95
2026-06-04T21:52:10.110-04:00,Memorial Hall,76.6,81.6,81.6,green,81.6,,88.31,0,0,90,95
2026-06-04T21:52:11.120-04:00,Memorial Hall,78.4,81.4,81.4,green,81.4,,88.6,0,0,90,95
2026-06-04T21:52:12.130-04:00,Memorial Hall,79.8,81.4,81.4,green,81.4,,93.22,0,0,90,95
2026-06-04T21:52:13.139-04:00,Memorial Hall,78.8,81.3,81.3,green,81.3,,93.39,0,0,90,95
2026-06-04T21:52:14.149-04:00,Memorial Hall,78.0,81.2,81.2,green,81.2,,91.83,0,0,90,95
2026-06-04T21:52:15.160-04:00,Memorial Hall,80.6,81.1,81.0,green,81.0,,95.27,0,0,90,95
2026-06-04T21:52:16.169-04:00,Memorial Hall,80.6,80.8,81.0,green,81.0,,92.5,0,0,90,95
2026-06-04T21:52:17.178-04:00,Memorial Hall,81.1,80.8,81.0,green,81.0,,90.39,0,0,90,95
2026-06-04T21:52:18.187-04:00,Memorial Hall,78.8,80.7,81.0,green,81.0,,91.18,0,0,90,95
2026-06-04T21:52:19.197-04:00,Memorial Hall,78.3,80.6,81.1,green,81.0,,92.47,0,0,90,95
2026-06-04T21:52:20.207-04:00,Memorial Hall,78.7,80.8,81.0,green,81.0,,87.65,0,0,90,95
2026-06-04T21:52:21.215-04:00,Memorial Hall,84.3,80.8,81.0,green,81.0,,98.51,0,0,90,95
2026-06-04T21:52:22.225-04:00,Memorial Hall,81.6,80.8,81.1,green,81.0,,97.04,0,0,90,95
2026-06-04T21:52:23.232-04:00,Memorial Hall,83.1,80.9,81.1,green,81.0,,93.85,0,0,90,95
2026-06-04T21:52:24.243-04:00,Memorial Hall,80.0,80.9,81.0,green,81.0,,95.87,0,0,90,95
2026-06-04T21:52:25.251-04:00,Memorial Hall,84.5,81.1,81.1,green,81.1,,98.41,0,0,90,95
2026-06-04T21:52:26.261-04:00,Memorial Hall,82.8,81.3,81.1,green,81.2,,93.47,0,0,90,95
2026-06-04T21:52:27.271-04:00,Memorial Hall,78.3,81.4,81.2,green,81.2,,90.73,0,0,90,95
2026-06-04T21:52:28.280-04:00,Memorial Hall,80.8,81.5,81.2,green,81.3,,90.63,0,0,90,95
2026-06-04T21:52:29.291-04:00,Memorial Hall,80.4,81.7,81.3,green,81.4,,94.42,0,0,90,95
2026-06-04T21:52:30.301-04:00,Memorial Hall,82.1,81.6,81.3,green,81.4,,97.98,0,0,90,95
2026-06-04T21:52:31.312-04:00,Memorial Hall,86.4,82.0,81.4,green,81.5,,97.5,0,0,90,95
2026-06-04T21:52:32.320-04:00,Memorial Hall,83.0,82.2,81.5,green,81.6,,96.17,0,0,90,95
2026-06-04T21:52:33.329-04:00,Memorial Hall,83.4,82.6,81.7,green,81.8,,96.75,0,0,90,95
2026-06-04T21:52:34.339-04:00,Memorial Hall,84.0,82.9,81.8,green,82.0,,99.56,0,0,90,95
