timestamp,venue,FS Peak,Peak C,SPL Fast,SPL A Fast,SPL C Fast,SPL Slow,SPL A Slow,SPL C Slow,Leq 1,LAeq 1,LCeq 1,LAeq 1s,LAeq 3,LAeq 6,LAeq 10s,LCeq 3,LCeq 10s,Leq 10s C-A,Exposure O,Exposure N,LAeq_10s_computed,sub63_10s,sub63_1min,light,violation,overload,yellow_limit,red_limit
2026-06-17T16:33:06.457-04:00,Fountain Square,-49.13,99.0,89.44,88.04,92.11,86.13,84.73,88.23,,,,,,,,,,,,,84.7,85.4,80.7,yellow,0,0,80,90
2026-06-17T16:33:07.470-04:00,Fountain Square,-48.92,102.65,89.91,88.51,91.07,87.9,86.5,90.0,,,,,,,,,,,,,85.4,87.1,82.5,yellow,0,0,80,90
2026-06-17T16:33:08.484-04:00,Fountain Square,-48.94,100.34,89.88,88.48,92.62,88.73,87.33,90.83,,,,,,,,,,,,,86.5,89.4,83.3,yellow,0,0,80,90
2026-06-17T16:33:09.497-04:00,Fountain Square,-49.44,101.77,88.75,87.35,91.77,88.57,87.17,90.67,,,,,,,,,,,,,86.6,89.9,83.2,yellow,0,0,80,90
2026-06-17T16:33:10.510-04:00,Fountain Square,-48.92,98.55,89.92,88.52,91.03,89.45,88.05,91.55,,,,,,,,,,,,,86.9,91.5,84.0,yellow,0,0,80,90
2026-06-17T16:33:11.523-04:00,Fountain Square,-49.75,98.77,88.07,86.67,90.56,88.89,87.49,90.99,,,,,,,,,,,,,87.0,88.8,83.5,yellow,0,0,80,90
2026-06-17T16:33:12.535-04:00,Fountain Square,-48.76,98.94,90.27,88.87,91.59,89.38,87.98,91.48,,,,,,,,,,,,,87.2,89.2,84.0,yellow,0,0,80,90
2026-06-17T16:33:13.549-04:00,Fountain Square,-48.46,99.59,90.94,89.54,92.94,88.64,87.24,90.74,,,,,,,,,,,,,87.2,88.7,83.2,yellow,0,0,80,90
2026-06-17T16:33:14.562-04:00,Fountain Square,-49.76,101.27,88.05,86.65,91.03,88.34,86.94,90.44,,,,,,,,,,,,,87.2,88.5,82.9,yellow,0,0,80,90
2026-06-17T16:33:15.574-04:00,Fountain Square,-50.05,97.86,87.4,86.0,88.65,88.32,86.92,90.42,,,,,,,,,,,,,87.2,87.7,82.9,yellow,0,0,80,90
2026-06-17T16:33:16.587-04:00,Fountain Square,-49.18,100.16,89.34,87.94,90.49,89.2,87.8,91.3,,,,,,,,,,,,,87.3,89.6,83.8,yellow,0,0,80,90
2026-06-17T16:33:17.601-04:00,Fountain Square,-49.39,99.06,88.87,87.47,90.61,88.66,87.26,90.76,,,,,,,,,,,,,87.4,89.8,83.3,yellow,0,0,80,90
2026-06-17T16:33:18.614-04:00,Fountain Square,-49.17,99.11,89.35,87.95,91.22,89.34,87.94,91.44,,,,,,,,,,,,,87.4,88.7,83.9,yellow,0,0,80,90
2026-06-17T16:33:19.625-04:00,Fountain Square,-50.53,94.72,86.34,84.94,88.56,87.77,86.37,89.87,,,,,,,,,,,,,87.4,85.0,82.4,yellow,0,0,80,90
2026-06-17T16:33:20.637-04:00,Fountain Square,-50.75,97.9,85.85,84.45,88.93,86.47,85.07,88.57,,,,,,,,,,,,,87.2,85.2,81.1,yellow,0,0,80,90
2026-06-17T16:33:21.650-04:00,Fountain Square,-49.3,98.32,89.06,87.66,91.2,86.75,85.35,88.85,,,,,,,,,,,,,87.0,85.9,81.3,yellow,0,0,80,90
