timestamp,venue,FS Peak,Peak C,SPL Fast,SPL A Fast,SPL C Fast,SPL Slow,SPL A Slow,SPL C Slow,Leq 1,LAeq 1,LCeq 1,LAeq 1s,LAeq 3,LAeq 6,LAeq 10s,LCeq 3,LCeq 10s,Leq 10s C-A,Exposure O,Exposure N,LAeq_10s_computed,sub63_10s,sub63_1min,light,violation,overload,yellow_limit,red_limit
2026-06-30T22:06:51.071-04:00,Fountain Square,-52.34,94.01,82.31,80.91,84.83,84.84,83.44,86.94,,,,,,,,,,,,,83.4,81.3,79.4,yellow,0,0,80,90
2026-06-30T22:06:52.084-04:00,Fountain Square,-51.85,94.69,83.39,81.99,85.76,83.17,81.77,85.27,,,,,,,,,,,,,82.1,80.0,77.8,yellow,0,0,80,90
2026-06-30T22:06:53.096-04:00,Fountain Square,-52.9,90.92,81.07,79.67,83.43,81.9,80.5,84.0,,,,,,,,,,,,,81.6,76.9,76.5,yellow,0,0,80,90
2026-06-30T22:06:54.110-04:00,Fountain Square,-53.16,90.14,80.5,79.1,83.12,81.52,80.12,83.62,,,,,,,,,,,,,81.3,78.3,76.1,yellow,0,0,80,90
2026-06-30T22:06:55.123-04:00,Fountain Square,-51.06,95.64,85.15,83.75,87.34,82.32,80.92,84.42,,,,,,,,,,,,,81.1,76.8,76.9,yellow,0,0,80,90
2026-06-30T22:06:56.135-04:00,Fountain Square,-53.01,93.39,80.82,79.42,82.93,81.77,80.37,83.87,,,,,,,,,,,,,81.0,78.5,76.4,yellow,0,0,80,90
2026-06-30T22:06:57.147-04:00,Fountain Square,-51.45,92.73,84.3,82.9,85.62,82.28,80.88,84.38,,,,,,,,,,,,,80.9,76.2,76.9,yellow,0,0,80,90
2026-06-30T22:06:58.159-04:00,Fountain Square,-51.0,93.54,85.29,83.89,87.14,82.83,81.43,84.93,,,,,,,,,,,,,80.9,78.9,77.4,yellow,0,0,80,90
2026-06-30T22:06:59.171-04:00,Fountain Square,-51.82,94.19,83.48,82.08,85.25,82.52,81.12,84.62,,,,,,,,,,,,,81.0,79.0,77.1,yellow,0,0,80,90
2026-06-30T22:07:00.186-04:00,Fountain Square,-53.25,94.12,80.3,78.9,82.86,82.33,80.93,84.43,,,,,,,,,,,,,81.0,78.3,76.9,yellow,0,0,80,90
2026-06-30T22:07:01.199-04:00,Fountain Square,-52.16,95.23,82.71,81.31,84.63,82.18,80.78,84.28,,,,,,,,,,,,,80.9,78.6,76.8,yellow,0,0,80,90
2026-06-30T22:07:02.211-04:00,Fountain Square,-53.46,93.25,79.82,78.42,81.45,81.51,80.11,83.61,,,,,,,,,,,,,80.7,77.1,76.1,yellow,0,0,80,90
2026-06-30T22:07:03.223-04:00,Fountain Square,-53.01,88.86,80.81,79.41,82.8,81.69,80.29,83.79,,,,,,,,,,,,,80.7,77.8,76.3,yellow,0,0,80,90
2026-06-30T22:07:04.235-04:00,Fountain Square,-51.35,97.58,84.5,83.1,86.91,82.42,81.02,84.52,,,,,,,,,,,,,80.6,78.4,77.0,yellow,0,0,80,90
2026-06-30T22:07:05.246-04:00,Fountain Square,-52.33,95.09,82.33,80.93,85.0,83.44,82.04,85.54,,,,,,,,,,,,,80.8,82.8,78.0,yellow,0,0,80,90
2026-06-30T22:07:06.260-04:00,Fountain Square,-50.66,94.71,86.05,84.65,88.06,83.39,81.99,85.49,,,,,,,,,,,,,80.9,81.3,78.0,yellow,0,0,80,90
2026-06-30T22:07:07.272-04:00,Fountain Square,-52.56,94.42,81.81,80.41,84.82,83.5,82.1,85.6,,,,,,,,,,,,,81.1,81.9,78.1,yellow,0,0,80,90
2026-06-30T22:07:08.286-04:00,Fountain Square,-50.78,96.95,85.77,84.37,87.12,85.2,83.8,87.3,,,,,,,,,,,,,81.3,83.3,79.8,yellow,0,0,80,90
2026-06-30T22:07:09.299-04:00,Fountain Square,-52.0,95.42,83.08,81.68,84.99,83.67,82.27,85.77,,,,,,,,,,,,,81.5,82.3,78.3,yellow,0,0,80,90
2026-06-30T22:07:10.310-04:00,Fountain Square,-51.04,96.5,85.19,83.79,86.35,83.76,82.36,85.86,,,,,,,,,,,,,81.6,84.8,78.4,yellow,0,0,80,90
2026-06-30T22:07:11.320-04:00,Fountain Square,-51.38,96.41,84.44,83.04,87.52,84.55,83.15,86.65,,,,,,,,,,,,,81.8,83.6,79.2,yellow,0,0,80,90
2026-06-30T22:07:12.335-04:00,Fountain Square,-49.25,103.09,89.17,87.77,91.65,85.33,83.93,87.43,,,,,,,,,,,,,82.1,85.1,79.9,yellow,0,0,80,90
2026-06-30T22:07:13.349-04:00,Fountain Square,-52.4,89.91,82.19,80.79,83.67,84.29,82.89,86.39,,,,,,,,,,,,,82.4,82.1,78.9,yellow,0,0,80,90
2026-06-30T22:07:14.363-04:00,Fountain Square,-50.95,97.7,85.39,83.99,87.65,85.51,84.11,87.61,,,,,,,,,,,,,82.8,85.2,80.1,yellow,0,0,80,90
2026-06-30T22:07:15.374-04:00,Fountain Square,-50.47,98.71,86.47,85.07,88.94,85.6,84.2,87.7,,,,,,,,,,,,,83.0,84.7,80.2,yellow,0,0,80,90
2026-06-30T22:07:16.386-04:00,Fountain Square,-51.33,95.81,84.55,83.15,86.89,84.86,83.46,86.96,,,,,,,,,,,,,83.2,86.2,79.5,yellow,0,0,80,90
2026-06-30T22:07:17.402-04:00,Fountain Square,-49.76,102.37,88.04,86.64,90.88,85.42,84.02,87.52,,,,,,,,,,,,,83.4,85.8,80.0,yellow,0,0,80,90
2026-06-30T22:07:18.414-04:00,Fountain Square,-51.74,95.03,83.64,82.24,85.37,85.84,84.44,87.94,,,,,,,,,,,,,83.6,86.3,80.4,yellow,0,0,80,90
2026-06-30T22:07:19.428-04:00,Fountain Square,-49.71,100.4,88.15,86.75,90.45,86.37,84.97,88.47,,,,,,,,,,,,,83.8,87.1,81.0,yellow,0,0,80,90
2026-06-30T22:07:20.444-04:00,Fountain Square,-49.43,99.83,88.77,87.37,91.31,86.91,85.51,89.01,,,,,,,,,,,,,84.2,88.7,81.5,yellow,0,0,80,90
2026-06-30T22:07:21.463-04:00,Fountain Square,-50.37,97.03,86.68,85.28,88.63,87.31,85.91,89.41,,,,,,,,,,,,,84.4,88.0,81.9,yellow,0,0,80,90
2026-06-30T22:07:22.479-04:00,Fountain Square,-49.86,99.18,87.82,86.42,89.08,87.66,86.26,89.76,,,,,,,,,,,,,84.7,86.6,82.3,yellow,0,0,80,90
