timestamp,venue,instant_dBA,LAeq_10s,LAeq_6min,light,projected_6min,timeToLimit_s,peakC_dB,violation,overload,yellow_limit,red_limit
2026-06-05T23:11:49.214-04:00,Fountain Square,86.5,86.5,86.5,green,86.5,,97.72,0,0,88,90
2026-06-05T23:11:50.223-04:00,Fountain Square,85.2,86.1,86.1,green,86.1,,99.21,0,0,88,90
2026-06-05T23:11:51.234-04:00,Fountain Square,86.8,86.3,86.3,green,86.3,,95.99,0,0,88,90
2026-06-05T23:11:52.244-04:00,Fountain Square,83.2,86.0,86.0,green,86.0,,95.81,0,0,88,90
2026-06-05T23:11:53.255-04:00,Fountain Square,85.2,85.7,85.7,green,85.7,,97.91,0,0,88,90
2026-06-05T23:11:54.266-04:00,Fountain Square,81.8,85.5,85.5,green,85.5,,96.8,0,0,88,90
2026-06-05T23:11:55.277-04:00,Fountain Square,85.0,85.3,85.3,green,85.3,,96.25,0,0,88,90
2026-06-05T23:11:56.287-04:00,Fountain Square,80.6,85.0,85.0,green,85.0,,90.76,0,0,88,90
2026-06-05T23:11:57.298-04:00,Fountain Square,85.0,85.0,85.0,green,85.0,,97.3,0,0,88,90
2026-06-05T23:11:58.308-04:00,Fountain Square,82.7,84.8,84.8,green,84.8,,96.83,0,0,88,90
2026-06-05T23:11:59.317-04:00,Fountain Square,81.7,84.6,84.6,green,84.6,,96.34,0,0,88,90
2026-06-05T23:12:00.328-04:00,Fountain Square,81.7,84.3,84.5,green,84.4,,95.36,0,0,88,90
2026-06-05T23:12:01.338-04:00,Fountain Square,82.8,83.8,84.4,green,84.3,,93.4,0,0,88,90
2026-06-05T23:12:02.349-04:00,Fountain Square,82.9,83.5,84.2,green,84.1,,96.0,0,0,88,90
2026-06-05T23:12:03.361-04:00,Fountain Square,79.9,83.2,84.1,green,84.0,,90.57,0,0,88,90
2026-06-05T23:12:04.373-04:00,Fountain Square,83.0,82.9,84.0,green,83.8,,94.57,0,0,88,90
2026-06-05T23:12:05.382-04:00,Fountain Square,77.4,82.6,83.9,green,83.7,,87.93,0,0,88,90
2026-06-05T23:12:06.394-04:00,Fountain Square,84.0,82.7,83.8,green,83.6,,98.98,0,0,88,90
2026-06-05T23:12:07.406-04:00,Fountain Square,81.4,82.3,83.7,green,83.5,,91.82,0,0,88,90
2026-06-05T23:12:08.418-04:00,Fountain Square,80.1,82.1,83.6,green,83.4,,94.24,0,0,88,90
2026-06-05T23:12:09.428-04:00,Fountain Square,79.1,82.0,83.5,green,83.3,,92.43,0,0,88,90
2026-06-05T23:12:10.438-04:00,Fountain Square,83.7,82.0,83.5,green,83.3,,93.17,0,0,88,90
2026-06-05T23:12:11.447-04:00,Fountain Square,80.1,81.8,83.4,green,83.2,,93.79,0,0,88,90
2026-06-05T23:12:12.458-04:00,Fountain Square,81.4,81.7,83.3,green,83.1,,93.87,0,0,88,90
2026-06-05T23:12:13.468-04:00,Fountain Square,79.3,81.7,83.2,green,83.0,,90.72,0,0,88,90
2026-06-05T23:12:14.477-04:00,Fountain Square,81.5,81.6,83.2,green,82.9,,91.63,0,0,88,90
2026-06-05T23:12:15.486-04:00,Fountain Square,84.3,81.6,83.1,green,82.9,,95.19,0,0,88,90
2026-06-05T23:12:16.497-04:00,Fountain Square,81.4,81.5,83.1,green,82.8,,92.34,0,0,88,90
2026-06-05T23:12:17.507-04:00,Fountain Square,80.4,81.3,83.0,green,82.8,,95.22,0,0,88,90
2026-06-05T23:12:18.518-04:00,Fountain Square,79.0,81.3,83.0,green,82.7,,89.02,0,0,88,90
2026-06-05T23:12:19.529-04:00,Fountain Square,83.0,81.4,82.9,green,82.7,,94.22,0,0,88,90
2026-06-05T23:12:20.540-04:00,Fountain Square,83.0,81.4,82.9,green,82.7,,96.47,0,0,88,90
2026-06-05T23:12:21.550-04:00,Fountain Square,82.6,81.4,82.9,green,82.7,,97.07,0,0,88,90
2026-06-05T23:12:22.560-04:00,Fountain Square,81.9,81.5,82.8,green,82.7,,93.47,0,0,88,90
2026-06-05T23:12:23.571-04:00,Fountain Square,82.5,81.5,82.8,green,82.6,,95.63,0,0,88,90
2026-06-05T23:12:24.580-04:00,Fountain Square,81.5,81.6,82.8,green,82.6,,96.53,0,0,88,90
2026-06-05T23:12:25.591-04:00,Fountain Square,83.7,81.7,82.8,green,82.6,,95.32,0,0,88,90
2026-06-05T23:12:26.601-04:00,Fountain Square,77.4,81.7,82.7,green,82.6,,91.6,0,0,88,90
2026-06-05T23:12:27.611-04:00,Fountain Square,80.4,82.1,82.8,green,82.7,,91.23,0,0,88,90
2026-06-05T23:12:28.622-04:00,Fountain Square,81.2,82.2,82.8,green,82.7,,95.64,0,0,88,90
2026-06-05T23:12:29.634-04:00,Fountain Square,81.6,82.4,82.8,green,82.7,,91.5,0,0,88,90
2026-06-05T23:12:30.644-04:00,Fountain Square,82.6,82.6,82.8,green,82.8,,97.07,0,0,88,90
2026-06-05T23:12:31.655-04:00,Fountain Square,85.2,82.8,82.9,green,82.9,,99.19,0,0,88,90
2026-06-05T23:12:32.665-04:00,Fountain Square,87.2,83.2,82.9,green,83.0,,101.28,0,0,88,90
2026-06-05T23:12:33.677-04:00,Fountain Square,85.6,83.5,83.0,green,83.1,,99.55,0,0,88,90
2026-06-05T23:12:34.687-04:00,Fountain Square,87.0,83.8,83.0,green,83.2,,99.23,0,0,88,90
2026-06-05T23:12:35.699-04:00,Fountain Square,84.1,84.2,83.1,green,83.3,,98.72,0,0,88,90
2026-06-05T23:12:36.709-04:00,Fountain Square,81.9,84.5,83.2,green,83.4,,97.64,0,0,88,90
2026-06-05T23:12:37.720-04:00,Fountain Square,83.9,85.0,83.3,green,83.6,,96.3,0,0,88,90
2026-06-05T23:12:38.731-04:00,Fountain Square,84.3,85.2,83.4,green,83.7,,94.91,0,0,88,90
2026-06-05T23:12:39.742-04:00,Fountain Square,85.8,85.4,83.5,green,83.9,,99.69,0,0,88,90
2026-06-05T23:12:40.753-04:00,Fountain Square,86.1,85.9,83.6,green,84.1,,95.97,0,0,88,90
2026-06-05T23:12:41.765-04:00,Fountain Square,85.0,86.1,83.7,green,84.2,,96.08,0,0,88,90
2026-06-05T23:12:42.775-04:00,Fountain Square,84.2,86.3,83.8,green,84.3,,97.08,0,0,88,90
2026-06-05T23:12:43.784-04:00,Fountain Square,89.4,86.4,83.9,green,84.4,,103.99,0,0,88,90
2026-06-05T23:12:44.794-04:00,Fountain Square,87.0,86.8,84.0,green,84.6,,101.92,0,0,88,90
2026-06-05T23:12:45.804-04:00,Fountain Square,87.3,86.9,84.1,green,84.7,,100.44,0,0,88,90
2026-06-05T23:12:46.816-04:00,Fountain Square,89.0,87.3,84.2,green,84.9,,101.54,0,0,88,90
2026-06-05T23:12:47.826-04:00,Fountain Square,85.1,87.4,84.4,green,85.0,,97.14,0,0,88,90
2026-06-05T23:12:48.834-04:00,Fountain Square,90.6,87.8,84.5,green,85.2,,103.65,0,0,88,90
2026-06-05T23:12:49.844-04:00,Fountain Square,89.9,88.0,84.6,green,85.4,,105.51,0,0,88,90
2026-06-05T23:12:50.854-04:00,Fountain Square,87.4,88.3,84.8,green,85.6,,102.49,0,0,88,90
2026-06-05T23:12:51.866-04:00,Fountain Square,89.7,88.6,85.0,green,85.8,,98.37,0,0,88,90
2026-06-05T23:12:52.877-04:00,Fountain Square,88.4,88.9,85.1,green,86.0,,100.38,0,0,88,90
2026-06-05T23:12:53.888-04:00,Fountain Square,90.0,89.0,85.2,green,86.1,,102.85,0,0,88,90
2026-06-05T23:12:54.900-04:00,Fountain Square,89.0,89.1,85.3,green,86.2,,99.79,0,0,88,90
2026-06-05T23:12:55.911-04:00,Fountain Square,90.2,89.3,85.4,green,86.3,,101.83,0,0,88,90
2026-06-05T23:12:56.921-04:00,Fountain Square,90.1,89.5,85.6,green,86.5,,103.71,0,0,88,90
2026-06-05T23:12:57.933-04:00,Fountain Square,90.3,89.6,85.6,green,86.6,,102.08,0,0,88,90
2026-06-05T23:12:58.944-04:00,Fountain Square,90.7,89.8,85.8,green,86.7,,99.95,0,0,88,90
2026-06-05T23:12:59.955-04:00,Fountain Square,89.4,90.0,85.9,green,86.9,,99.01,0,0,88,90
2026-06-05T23:13:00.966-04:00,Fountain Square,90.9,89.9,86.0,green,87.0,,102.52,0,0,88,90
2026-06-05T23:13:01.978-04:00,Fountain Square,89.7,90.0,86.1,green,87.1,360,101.22,0,0,88,90
2026-06-05T23:13:02.987-04:00,Fountain Square,91.0,90.1,86.2,green,87.2,345,106.36,0,0,88,90
2026-06-05T23:13:04.000-04:00,Fountain Square,86.4,90.1,86.3,green,87.2,352,96.64,0,0,88,90
2026-06-05T23:13:05.011-04:00,Fountain Square,86.7,90.1,86.3,green,87.2,352,99.54,0,0,88,90
2026-06-05T23:13:06.022-04:00,Fountain Square,91.6,90.1,86.4,green,87.2,352,103.14,0,0,88,90
2026-06-05T23:13:07.033-04:00,Fountain Square,90.2,89.9,86.4,green,87.2,,103.31,0,0,88,90
2026-06-05T23:13:08.044-04:00,Fountain Square,87.1,90.0,86.5,green,87.3,,100.61,0,0,88,90
2026-06-05T23:13:09.054-04:00,Fountain Square,89.8,89.8,86.5,green,87.3,,101.83,0,0,88,90
2026-06-05T23:13:10.063-04:00,Fountain Square,88.1,89.6,86.6,green,87.3,,102.15,0,0,88,90
2026-06-05T23:13:11.072-04:00,Fountain Square,88.7,89.5,86.6,green,87.2,,102.06,0,0,88,90
2026-06-05T23:13:12.082-04:00,Fountain Square,89.6,89.3,86.7,green,87.2,,101.41,0,0,88,90
2026-06-05T23:13:13.093-04:00,Fountain Square,89.5,89.1,86.7,green,87.2,,101.67,0,0,88,90
2026-06-05T23:13:14.102-04:00,Fountain Square,89.4,89.2,86.7,green,87.3,,100.67,0,0,88,90
2026-06-05T23:13:15.112-04:00,Fountain Square,87.0,89.1,86.7,green,87.2,,98.37,0,0,88,90
2026-06-05T23:13:16.123-04:00,Fountain Square,88.2,88.9,86.7,green,87.2,,98.66,0,0,88,90
2026-06-05T23:13:17.133-04:00,Fountain Square,88.3,88.7,86.8,green,87.2,,101.35,0,0,88,90
2026-06-05T23:13:18.143-04:00,Fountain Square,83.8,88.5,86.8,green,87.1,,95.23,0,0,88,90
2026-06-05T23:13:19.153-04:00,Fountain Square,88.4,88.2,86.8,green,87.0,,101.04,0,0,88,90
2026-06-05T23:13:20.163-04:00,Fountain Square,87.4,88.0,86.8,green,87.0,,101.39,0,0,88,90
2026-06-05T23:13:21.174-04:00,Fountain Square,83.7,87.8,86.8,green,87.0,,94.3,0,0,88,90
