timestamp,venue,instant_dBA,LAeq_10s,LAeq_6min,light,projected_6min,timeToLimit_s,peakC_dB,violation,overload,yellow_limit,red_limit
2026-06-06T00:07:42.277-04:00,Fountain Square,85.0,85.0,85.0,green,85.0,,104.27,0,0,88,90
2026-06-06T00:07:43.286-04:00,Fountain Square,87.7,86.9,86.9,green,86.9,,101.26,0,0,88,90
2026-06-06T00:07:44.297-04:00,Fountain Square,87.9,87.1,87.1,green,87.1,,99.19,0,0,88,90
2026-06-06T00:07:45.310-04:00,Fountain Square,87.7,87.4,87.4,green,87.4,,100.9,0,0,88,90
2026-06-06T00:07:46.322-04:00,Fountain Square,87.0,87.4,87.4,green,87.4,,100.76,0,0,88,90
2026-06-06T00:07:47.334-04:00,Fountain Square,87.1,87.2,87.2,green,87.2,,104.26,0,0,88,90
2026-06-06T00:07:48.347-04:00,Fountain Square,86.5,87.2,87.2,green,87.2,,96.97,0,0,88,90
2026-06-06T00:07:49.356-04:00,Fountain Square,86.0,87.2,87.2,green,87.2,,92.24,0,0,88,90
2026-06-06T00:07:50.366-04:00,Fountain Square,85.3,87.0,87.0,green,87.0,,100.8,0,0,88,90
2026-06-06T00:07:51.378-04:00,Fountain Square,86.6,86.9,86.9,green,86.9,,102.61,0,0,88,90
2026-06-06T00:07:52.389-04:00,Fountain Square,86.5,86.8,86.8,green,86.8,,99.96,0,0,88,90
2026-06-06T00:07:53.397-04:00,Fountain Square,85.2,86.7,86.8,green,86.8,,98.54,0,0,88,90
2026-06-06T00:07:54.409-04:00,Fountain Square,84.9,86.6,86.7,green,86.7,,98.89,0,0,88,90
2026-06-06T00:07:55.420-04:00,Fountain Square,84.3,86.2,86.5,green,86.5,,96.86,0,0,88,90
2026-06-06T00:07:56.431-04:00,Fountain Square,84.5,85.9,86.4,green,86.3,,95.12,0,0,88,90
2026-06-06T00:07:57.440-04:00,Fountain Square,84.8,85.7,86.3,green,86.2,,99.54,0,0,88,90
2026-06-06T00:07:58.451-04:00,Fountain Square,85.2,85.4,86.2,green,86.1,,98.96,0,0,88,90
2026-06-06T00:07:59.461-04:00,Fountain Square,84.5,85.2,86.1,green,86.0,,99.43,0,0,88,90
2026-06-06T00:08:00.472-04:00,Fountain Square,83.4,85.1,86.0,green,85.9,,93.25,0,0,88,90
2026-06-06T00:08:01.484-04:00,Fountain Square,83.4,84.8,85.9,green,85.8,,91.29,0,0,88,90
2026-06-06T00:08:02.496-04:00,Fountain Square,84.4,84.6,85.9,green,85.7,,96.12,0,0,88,90
2026-06-06T00:08:03.507-04:00,Fountain Square,83.3,84.3,85.8,green,85.6,,94.6,0,0,88,90
2026-06-06T00:08:04.517-04:00,Fountain Square,82.5,84.0,85.7,green,85.4,,95.41,0,0,88,90
2026-06-06T00:08:05.530-04:00,Fountain Square,82.2,83.8,85.6,green,85.3,,91.48,0,0,88,90
2026-06-06T00:08:06.540-04:00,Fountain Square,82.1,83.6,85.5,green,85.2,,95.45,0,0,88,90
2026-06-06T00:08:07.551-04:00,Fountain Square,82.6,83.4,85.4,green,85.1,,96.21,0,0,88,90
2026-06-06T00:08:08.562-04:00,Fountain Square,82.4,83.2,85.3,green,85.0,,94.07,0,0,88,90
2026-06-06T00:08:09.572-04:00,Fountain Square,81.4,83.0,85.2,green,84.9,,95.34,0,0,88,90
