timestamp,venue,instant_dBA,LAeq_10s,LAeq_6min,light,projected_6min,timeToLimit_s,peakC_dB,violation,overload,yellow_limit,red_limit
2026-06-05T21:23:29.647-04:00,Fountain Square,81.1,81.1,80.7,green,80.8,,103.51,0,0,88,90
2026-06-05T21:23:32.641-04:00,Fountain Square,80.3,80.7,80.7,green,80.7,,98.51,0,0,88,90
2026-06-05T21:23:35.624-04:00,Fountain Square,84.7,82.5,80.7,green,81.1,,99.07,0,0,88,90
2026-06-05T21:23:38.639-04:00,Fountain Square,84.0,82.9,80.8,green,81.2,,102.46,0,0,88,90
2026-06-05T21:23:41.641-04:00,Fountain Square,78.5,82.6,80.8,green,81.1,,91.93,0,0,88,90
2026-06-05T21:23:44.633-04:00,Fountain Square,72.0,82.0,80.7,green,80.9,,87.14,0,0,88,90
2026-06-05T21:23:47.646-04:00,Fountain Square,83.2,81.4,80.7,green,80.8,,95.5,0,0,88,90
2026-06-05T21:23:50.639-04:00,Fountain Square,71.9,78.9,80.6,green,80.4,,90.2,0,0,88,90
2026-06-05T21:23:53.643-04:00,Fountain Square,69.6,78.0,80.5,green,80.2,,83.47,0,0,88,90
2026-06-05T21:23:56.647-04:00,Fountain Square,79.9,79.2,80.5,green,80.3,,93.62,0,0,88,90
2026-06-05T21:23:59.641-04:00,Fountain Square,78.4,76.8,80.5,green,80.0,,94.7,0,0,88,90
2026-06-05T21:24:02.633-04:00,Fountain Square,78.2,77.8,80.4,green,80.1,,90.79,0,0,88,90
2026-06-05T21:24:05.636-04:00,Fountain Square,81.6,79.8,80.3,green,80.2,,100.43,0,0,88,90
2026-06-05T21:24:08.641-04:00,Fountain Square,76.9,79.2,80.3,green,80.1,,90.79,0,0,88,90
2026-06-05T21:24:11.644-04:00,Fountain Square,79.6,79.4,80.3,green,80.1,,94.52,0,0,88,90
2026-06-05T21:24:14.628-04:00,Fountain Square,77.5,79.3,80.2,green,80.1,,90.8,0,0,88,90
2026-06-05T21:24:17.632-04:00,Fountain Square,84.0,80.5,80.2,green,80.3,,99.87,0,0,88,90
2026-06-05T21:24:20.647-04:00,Fountain Square,83.3,81.9,80.2,green,80.5,,97.8,0,0,88,90
2026-06-05T21:24:23.629-04:00,Fountain Square,81.9,82.3,80.2,green,80.6,,100.23,0,0,88,90
2026-06-05T21:24:26.643-04:00,Fountain Square,82.1,82.9,80.2,green,80.8,,98.84,0,0,88,90
2026-06-05T21:24:29.646-04:00,Fountain Square,82.8,82.5,80.2,green,80.7,,99.7,0,0,88,90
2026-06-05T21:24:32.640-04:00,Fountain Square,83.5,82.6,80.2,green,80.7,,102.96,0,0,88,90
2026-06-05T21:24:35.623-04:00,Fountain Square,83.1,82.9,80.2,green,80.8,,94.32,0,0,88,90
2026-06-05T21:24:38.638-04:00,Fountain Square,79.4,82.5,80.3,green,80.7,,99.05,0,0,88,90
2026-06-05T21:24:41.632-04:00,Fountain Square,84.1,82.9,80.3,green,80.9,,103.08,0,0,88,90
