timestamp,venue,FS Peak,Peak C,SPL Fast,SPL A Fast,SPL C Fast,SPL Slow,SPL A Slow,SPL C Slow,Leq 1,LAeq 1,LCeq 1,LAeq 1s,LAeq 3,LAeq 6,LAeq 10s,LCeq 3,LCeq 10s,Leq 10s C-A,Exposure O,Exposure N,LAeq_10s_computed,sub63_10s,sub63_1min,light,violation,overload,yellow_limit,red_limit
2026-07-01T17:04:00.428-04:00,Fountain Square,-47.78,105.56,92.44,91.04,94.41,91.59,90.19,93.69,,,,,,,,,,,,,90.2,89.3,86.2,red,0,0,80,90
2026-07-01T17:04:01.443-04:00,Fountain Square,-47.17,103.73,93.81,92.41,96.79,93.62,92.22,95.72,,,,,,,,,,,,,91.7,93.1,88.2,red,0,0,80,90
2026-07-01T17:04:02.457-04:00,Fountain Square,-46.66,104.2,94.94,93.54,96.98,94.9,93.5,97.0,,,,,,,,,,,,,92.4,93.0,89.5,red,0,0,80,90
2026-07-01T17:04:03.470-04:00,Fountain Square,-46.35,105.31,95.61,94.21,97.18,95.91,94.51,98.01,,,,,,,,,,,,,93.1,94.4,90.5,red,0,0,80,90
2026-07-01T17:04:04.486-04:00,Fountain Square,-46.14,109.24,96.1,94.7,99.1,96.18,94.78,98.28,,,,,,,,,,,,,93.5,92.6,90.8,red,0,0,80,90
2026-07-01T17:04:05.501-04:00,Fountain Square,-45.61,106.98,97.28,95.88,100.25,96.99,95.59,99.09,,,,,,,,,,,,,93.9,93.2,91.6,red,0,0,80,90
2026-07-01T17:04:06.513-04:00,Fountain Square,-45.97,106.7,96.47,95.07,98.97,97.0,95.6,99.1,,,,,,,,,,,,,94.3,95.4,91.6,red,0,0,80,90
2026-07-01T17:04:07.525-04:00,Fountain Square,-44.78,111.9,99.1,97.7,101.17,98.53,97.13,100.63,,,,,,,,,,,,,94.6,95.9,93.1,red,0,0,80,90
2026-07-01T17:04:08.538-04:00,Fountain Square,-45.18,108.14,98.23,96.83,100.18,98.6,97.2,100.7,,,,,,,,,,,,,95.1,95.8,93.2,red,0,0,80,90
2026-07-01T17:04:09.549-04:00,Fountain Square,-44.57,112.38,99.57,98.17,100.7,99.58,98.18,101.68,,,,,,,,,,,,,95.5,96.7,94.2,red,0,0,80,90
2026-07-01T17:04:10.561-04:00,Fountain Square,-44.71,106.42,99.26,97.86,100.42,99.23,97.83,101.33,,,,,,,,,,,,,95.8,95.6,93.8,red,0,0,80,90
2026-07-01T17:04:11.573-04:00,Fountain Square,-45.57,105.99,97.36,95.96,99.79,98.73,97.33,100.83,,,,,,,,,,,,,96.3,95.5,93.3,red,0,0,80,90
2026-07-01T17:04:12.586-04:00,Fountain Square,-44.34,110.75,100.1,98.7,101.38,99.53,98.13,101.63,,,,,,,,,,,,,96.7,94.9,94.1,red,0,0,80,90
2026-07-01T17:04:13.598-04:00,Fountain Square,-45.0,109.64,98.62,97.22,99.95,99.08,97.68,101.18,,,,,,,,,,,,,97.0,96.0,93.7,red,0,0,80,90
2026-07-01T17:04:14.610-04:00,Fountain Square,-44.16,114.78,100.49,99.09,103.51,98.95,97.55,101.05,,,,,,,,,,,,,97.2,93.1,93.5,red,0,0,80,90
2026-07-01T17:04:15.623-04:00,Fountain Square,-45.24,112.2,98.1,96.7,100.33,98.02,96.62,100.12,,,,,,,,,,,,,97.3,95.4,92.6,red,0,0,80,90
2026-07-01T17:04:16.634-04:00,Fountain Square,-45.26,110.77,98.05,96.65,100.05,97.54,96.14,99.64,,,,,,,,,,,,,97.4,91.9,92.1,red,0,0,80,90
2026-07-01T17:04:17.645-04:00,Fountain Square,-46.32,106.33,95.69,94.29,97.41,96.06,94.66,98.16,,,,,,,,,,,,,97.3,92.4,90.7,red,0,0,80,90
2026-07-01T17:04:18.657-04:00,Fountain Square,-46.66,107.78,94.93,93.53,97.09,95.94,94.54,98.04,,,,,,,,,,,,,97.1,92.2,90.5,red,0,0,80,90
2026-07-01T17:04:19.669-04:00,Fountain Square,-46.78,105.93,94.66,93.26,96.22,94.8,93.4,96.9,,,,,,,,,,,,,96.8,91.6,89.4,red,0,0,80,90
2026-07-01T17:04:20.683-04:00,Fountain Square,-48.17,103.83,91.59,90.19,94.62,93.03,91.63,95.13,,,,,,,,,,,,,96.4,89.8,87.6,red,0,0,80,90
2026-07-01T17:04:21.695-04:00,Fountain Square,-47.74,105.9,92.54,91.14,94.39,92.24,90.84,94.34,,,,,,,,,,,,,95.9,88.6,86.8,red,0,0,80,90
2026-07-01T17:04:22.708-04:00,Fountain Square,-48.6,99.93,90.61,89.21,93.66,92.04,90.64,94.14,,,,,,,,,,,,,95.3,88.1,86.6,red,0,0,80,90
2026-07-01T17:04:23.720-04:00,Fountain Square,-49.35,100.42,88.96,87.56,90.3,90.74,89.34,92.84,,,,,,,,,,,,,94.6,88.6,85.3,red,0,0,80,90
2026-07-01T17:04:24.732-04:00,Fountain Square,-48.77,101.63,90.23,88.83,92.66,90.24,88.84,92.34,,,,,,,,,,,,,93.8,86.6,84.8,red,0,0,80,90
2026-07-01T17:04:25.744-04:00,Fountain Square,-48.92,99.56,89.92,88.52,91.94,89.37,87.97,91.47,,,,,,,,,,,,,93.0,87.9,84.0,red,0,0,80,90
2026-07-01T17:04:26.756-04:00,Fountain Square,-50.06,98.64,87.38,85.98,89.66,88.64,87.24,90.74,,,,,,,,,,,,,92.1,85.8,83.2,red,0,0,80,90
2026-07-01T17:04:27.767-04:00,Fountain Square,-49.94,100.27,87.64,86.24,90.65,87.81,86.41,89.91,,,,,,,,,,,,,91.2,84.5,82.4,red,0,0,80,90
2026-07-01T17:04:28.778-04:00,Fountain Square,-49.56,98.43,88.49,87.09,90.87,88.16,86.76,90.26,,,,,,,,,,,,,90.3,86.7,82.8,red,0,0,80,90
2026-07-01T17:04:29.791-04:00,Fountain Square,-49.42,102.67,88.81,87.41,91.0,87.46,86.06,89.56,,,,,,,,,,,,,89.4,87.3,82.1,yellow,0,0,80,90
2026-07-01T17:04:30.805-04:00,Fountain Square,-50.24,99.5,86.98,85.58,88.69,87.5,86.1,89.6,,,,,,,,,,,,,88.7,84.5,82.1,yellow,0,0,80,90
2026-07-01T17:04:31.816-04:00,Fountain Square,-49.77,96.26,88.02,86.62,89.71,87.81,86.41,89.91,,,,,,,,,,,,,88.1,86.4,82.4,yellow,0,0,80,90
2026-07-01T17:04:32.828-04:00,Fountain Square,-50.54,97.66,86.3,84.9,87.93,86.92,85.52,89.02,,,,,,,,,,,,,87.6,84.0,81.5,yellow,0,0,80,90
2026-07-01T17:04:33.842-04:00,Fountain Square,-49.58,96.21,88.44,87.04,89.85,87.71,86.31,89.81,,,,,,,,,,,,,87.0,88.0,82.3,yellow,0,0,80,90
2026-07-01T17:04:34.854-04:00,Fountain Square,-49.18,102.32,89.33,87.93,90.68,88.71,87.31,90.81,,,,,,,,,,,,,86.7,89.1,83.3,yellow,0,0,80,90
2026-07-01T17:04:35.865-04:00,Fountain Square,-50.12,97.32,87.25,85.85,89.53,89.16,87.76,91.26,,,,,,,,,,,,,86.6,87.2,83.8,yellow,0,0,80,90
2026-07-01T17:04:36.878-04:00,Fountain Square,-49.73,98.67,88.11,86.71,90.45,90.03,88.63,92.13,,,,,,,,,,,,,86.8,90.3,84.6,yellow,0,0,80,90
2026-07-01T17:04:37.891-04:00,Fountain Square,-47.26,105.72,93.6,92.2,94.79,91.02,89.62,93.12,,,,,,,,,,,,,87.0,92.0,85.6,yellow,0,0,80,90
2026-07-01T17:04:38.904-04:00,Fountain Square,-47.94,101.14,92.08,90.68,93.48,91.26,89.86,93.36,,,,,,,,,,,,,87.4,89.5,85.9,yellow,0,0,80,90
2026-07-01T17:04:39.915-04:00,Fountain Square,-46.81,104.32,94.6,93.2,97.19,92.26,90.86,94.36,,,,,,,,,,,,,87.8,92.7,86.9,yellow,0,0,80,90
2026-07-01T17:04:40.927-04:00,Fountain Square,-46.21,108.04,95.92,94.52,97.76,93.37,91.97,95.47,,,,,,,,,,,,,88.5,91.5,88.0,yellow,0,0,80,90
2026-07-01T17:04:41.940-04:00,Fountain Square,-45.78,109.67,96.89,95.49,99.95,94.48,93.08,96.58,,,,,,,,,,,,,89.2,96.4,89.1,yellow,0,0,80,90
2026-07-01T17:04:42.953-04:00,Fountain Square,-46.1,105.75,96.18,94.78,98.47,95.2,93.8,97.3,,,,,,,,,,,,,90.1,96.0,89.8,red,0,0,80,90
2026-07-01T17:04:43.965-04:00,Fountain Square,-45.67,109.07,97.13,95.73,99.6,95.84,94.44,97.94,,,,,,,,,,,,,90.9,98.0,90.4,red,0,0,80,90
2026-07-01T17:04:44.978-04:00,Fountain Square,-45.21,110.87,98.16,96.76,100.93,96.85,95.45,98.95,,,,,,,,,,,,,91.8,98.1,91.5,red,0,0,80,90
2026-07-01T17:04:45.990-04:00,Fountain Square,-45.92,109.09,96.58,95.18,98.96,96.51,95.11,98.61,,,,,,,,,,,,,92.6,97.9,91.1,red,0,0,80,90
2026-07-01T17:04:47.004-04:00,Fountain Square,-44.72,112.21,99.25,97.85,100.87,98.5,97.1,100.6,,,,,,,,,,,,,93.3,99.1,93.1,red,0,0,80,90
2026-07-01T17:04:48.018-04:00,Fountain Square,-45.44,110.79,97.65,96.25,99.31,98.87,97.47,100.97,,,,,,,,,,,,,94.2,96.5,93.5,red,0,0,80,90
2026-07-01T17:04:49.032-04:00,Fountain Square,-44.65,107.34,99.4,98.0,100.8,98.8,97.4,100.9,,,,,,,,,,,,,94.9,99.0,93.4,red,0,0,80,90
2026-07-01T17:04:50.043-04:00,Fountain Square,-43.05,112.63,102.96,101.56,104.12,100.19,98.79,102.29,,,,,,,,,,,,,95.6,99.5,94.8,red,0,0,80,90
2026-07-01T17:04:51.056-04:00,Fountain Square,-44.62,113.13,99.48,98.08,101.53,99.51,98.11,101.61,,,,,,,,,,,,,96.2,99.1,94.1,red,0,0,80,90
2026-07-01T17:04:52.068-04:00,Fountain Square,-44.94,107.57,98.76,97.36,100.99,99.46,98.06,101.56,,,,,,,,,,,,,96.7,98.4,94.1,red,0,0,80,90
2026-07-01T17:04:53.079-04:00,Fountain Square,-44.3,114.21,100.19,98.79,102.89,100.06,98.66,102.16,,,,,,,,,,,,,97.1,99.4,94.7,red,0,0,80,90
2026-07-01T17:04:54.093-04:00,Fountain Square,-45.43,107.03,97.68,96.28,98.87,98.62,97.22,100.72,,,,,,,,,,,,,97.4,98.1,93.2,red,0,0,80,90
2026-07-01T17:04:55.105-04:00,Fountain Square,-44.86,111.56,98.94,97.54,101.31,98.34,96.94,100.44,,,,,,,,,,,,,97.6,98.1,92.9,red,0,0,80,90
2026-07-01T17:04:56.117-04:00,Fountain Square,-45.82,107.33,96.8,95.4,98.08,97.53,96.13,99.63,,,,,,,,,,,,,97.6,95.4,92.1,red,0,0,80,90
2026-07-01T17:04:57.130-04:00,Fountain Square,-47.03,103.83,94.11,92.71,96.7,96.09,94.69,98.19,,,,,,,,,,,,,97.5,93.6,90.7,red,0,0,80,90
2026-07-01T17:04:58.141-04:00,Fountain Square,-46.7,103.58,94.85,93.45,97.34,95.6,94.2,97.7,,,,,,,,,,,,,97.4,93.3,90.2,red,0,0,80,90
2026-07-01T17:04:59.153-04:00,Fountain Square,-47.14,106.78,93.87,92.47,95.46,95.63,94.23,97.73,,,,,,,,,,,,,97.1,93.0,90.2,red,0,0,80,90
2026-07-01T17:05:00.166-04:00,Fountain Square,-47.03,105.4,94.1,92.7,95.52,93.98,92.58,96.08,,,,,,,,,,,,,96.8,92.0,88.6,red,0,0,80,90
2026-07-01T17:05:01.179-04:00,Fountain Square,-46.71,103.58,94.83,93.43,97.34,93.89,92.49,95.99,,,,,,,,,,,,,96.3,92.4,88.5,red,0,0,80,90
2026-07-01T17:05:02.192-04:00,Fountain Square,-47.5,106.41,93.06,91.66,95.76,92.53,91.13,94.63,,,,,,,,,,,,,95.7,87.2,87.1,red,0,0,80,90
2026-07-01T17:05:03.204-04:00,Fountain Square,-47.52,100.43,93.02,91.62,94.27,91.58,90.18,93.68,,,,,,,,,,,,,94.9,89.3,86.2,red,0,0,80,90
2026-07-01T17:05:04.217-04:00,Fountain Square,-48.65,101.15,90.51,89.11,92.68,90.3,88.9,92.4,,,,,,,,,,,,,94.2,86.2,84.9,red,0,0,80,90
2026-07-01T17:05:05.227-04:00,Fountain Square,-49.74,99.65,88.09,86.69,90.97,89.38,87.98,91.48,,,,,,,,,,,,,93.3,84.8,84.0,red,0,0,80,90
2026-07-01T17:05:06.239-04:00,Fountain Square,-49.67,98.34,88.25,86.85,89.97,88.66,87.26,90.76,,,,,,,,,,,,,92.5,83.8,83.3,red,0,0,80,90
2026-07-01T17:05:07.252-04:00,Fountain Square,-49.22,103.57,89.24,87.84,92.26,88.41,87.01,90.51,,,,,,,,,,,,,91.7,85.9,83.0,red,0,0,80,90
2026-07-01T17:05:08.264-04:00,Fountain Square,-50.9,96.17,85.5,84.1,87.62,87.67,86.27,89.77,,,,,,,,,,,,,90.9,84.0,82.3,red,0,0,80,90
2026-07-01T17:05:09.275-04:00,Fountain Square,-50.82,97.45,85.68,84.28,87.84,87.0,85.6,89.1,,,,,,,,,,,,,90.0,84.7,81.6,yellow,0,0,80,90
2026-07-01T17:05:10.289-04:00,Fountain Square,-50.22,95.73,87.03,85.63,88.72,87.48,86.08,89.58,,,,,,,,,,,,,89.2,82.1,82.1,yellow,0,0,80,90
2026-07-01T17:05:11.302-04:00,Fountain Square,-50.82,94.57,85.69,84.29,88.51,87.16,85.76,89.26,,,,,,,,,,,,,88.4,82.6,81.8,yellow,0,0,80,90
2026-07-01T17:05:12.314-04:00,Fountain Square,-49.1,99.04,89.51,88.11,90.98,88.01,86.61,90.11,,,,,,,,,,,,,87.6,84.8,82.6,yellow,0,0,80,90
2026-07-01T17:05:13.325-04:00,Fountain Square,-50.3,95.89,86.85,85.45,89.74,87.84,86.44,89.94,,,,,,,,,,,,,87.1,81.6,82.4,yellow,0,0,80,90
2026-07-01T17:05:14.337-04:00,Fountain Square,-49.27,101.58,89.13,87.73,90.7,87.88,86.48,89.98,,,,,,,,,,,,,86.7,82.2,82.5,yellow,0,0,80,90
2026-07-01T17:05:15.349-04:00,Fountain Square,-49.05,97.62,89.62,88.22,90.89,88.35,86.95,90.45,,,,,,,,,,,,,86.5,85.4,83.0,yellow,0,0,80,90
2026-07-01T17:05:16.362-04:00,Fountain Square,-49.21,101.54,89.26,87.86,90.83,89.27,87.87,91.37,,,,,,,,,,,,,86.5,85.0,83.9,yellow,0,0,80,90
2026-07-01T17:05:17.373-04:00,Fountain Square,-48.52,101.95,90.79,89.39,93.04,90.08,88.68,92.18,,,,,,,,,,,,,86.7,87.3,84.7,yellow,0,0,80,90
2026-07-01T17:05:18.383-04:00,Fountain Square,-48.48,100.42,90.9,89.5,92.98,90.52,89.12,92.62,,,,,,,,,,,,,86.9,88.2,85.1,yellow,0,0,80,90
2026-07-01T17:05:19.395-04:00,Fountain Square,-47.69,101.29,92.65,91.25,94.5,91.76,90.36,93.86,,,,,,,,,,,,,87.4,89.5,86.4,yellow,0,0,80,90
2026-07-01T17:05:20.406-04:00,Fountain Square,-48.21,100.8,91.5,90.1,92.71,92.04,90.64,94.14,,,,,,,,,,,,,88.0,87.6,86.6,yellow,0,0,80,90
2026-07-01T17:05:21.421-04:00,Fountain Square,-46.59,104.94,95.09,93.69,98.03,93.51,92.11,95.61,,,,,,,,,,,,,88.6,90.8,88.1,yellow,0,0,80,90
2026-07-01T17:05:22.431-04:00,Fountain Square,-46.93,103.63,94.34,92.94,96.18,94.22,92.82,96.32,,,,,,,,,,,,,89.4,92.9,88.8,yellow,0,0,80,90
2026-07-01T17:05:23.441-04:00,Fountain Square,-46.32,104.74,95.69,94.29,98.4,95.51,94.11,97.61,,,,,,,,,,,,,90.3,93.2,90.1,red,0,0,80,90
2026-07-01T17:05:24.452-04:00,Fountain Square,-46.44,106.45,95.42,94.02,98.2,96.12,94.72,98.22,,,,,,,,,,,,,91.2,93.2,90.7,red,0,0,80,90
2026-07-01T17:05:25.464-04:00,Fountain Square,-46.27,106.23,95.81,94.41,97.3,96.32,94.92,98.42,,,,,,,,,,,,,92.1,93.8,90.9,red,0,0,80,90
2026-07-01T17:05:26.475-04:00,Fountain Square,-45.06,105.68,98.49,97.09,99.62,97.32,95.92,99.42,,,,,,,,,,,,,92.7,94.2,91.9,red,0,0,80,90
2026-07-01T17:05:27.487-04:00,Fountain Square,-44.84,110.4,98.98,97.58,100.82,98.53,97.13,100.63,,,,,,,,,,,,,93.6,97.6,93.1,red,0,0,80,90
2026-07-01T17:05:28.499-04:00,Fountain Square,-45.29,107.45,97.97,96.57,100.16,99.07,97.67,101.17,,,,,,,,,,,,,94.5,100.3,93.7,red,0,0,80,90
2026-07-01T17:05:29.510-04:00,Fountain Square,-45.51,106.92,97.5,96.1,98.83,99.21,97.81,101.31,,,,,,,,,,,,,95.2,97.2,93.8,red,0,0,80,90
2026-07-01T17:05:30.522-04:00,Fountain Square,-44.5,109.38,99.72,98.32,101.86,99.61,98.21,101.71,,,,,,,,,,,,,95.8,98.9,94.2,red,0,0,80,90
2026-07-01T17:05:31.535-04:00,Fountain Square,-45.37,107.7,97.81,96.41,100.79,98.91,97.51,101.01,,,,,,,,,,,,,96.3,97.6,93.5,red,0,0,80,90
2026-07-01T17:05:32.547-04:00,Fountain Square,-44.47,109.18,99.8,98.4,102.02,98.97,97.57,101.07,,,,,,,,,,,,,96.7,98.8,93.6,red,0,0,80,90
2026-07-01T17:05:33.559-04:00,Fountain Square,-45.74,107.13,96.99,95.59,98.16,98.89,97.49,100.99,,,,,,,,,,,,,97.0,100.2,93.5,red,0,0,80,90
2026-07-01T17:05:34.570-04:00,Fountain Square,-45.51,108.58,97.48,96.08,99.35,98.19,96.79,100.29,,,,,,,,,,,,,97.2,97.8,92.8,red,0,0,80,90
2026-07-01T17:05:35.581-04:00,Fountain Square,-46.0,104.5,96.41,95.01,98.41,97.64,96.24,99.74,,,,,,,,,,,,,97.3,96.3,92.2,red,0,0,80,90
2026-07-01T17:05:36.594-04:00,Fountain Square,-45.4,107.9,97.74,96.34,100.45,97.45,96.05,99.55,,,,,,,,,,,,,97.4,98.3,92.0,red,0,0,80,90
2026-07-01T17:05:37.606-04:00,Fountain Square,-46.56,103.42,95.16,93.76,97.28,96.57,95.17,98.67,,,,,,,,,,,,,97.3,97.5,91.2,red,0,0,80,90
2026-07-01T17:05:38.620-04:00,Fountain Square,-46.44,103.7,95.43,94.03,96.67,95.63,94.23,97.73,,,,,,,,,,,,,97.0,96.3,90.2,red,0,0,80,90
2026-07-01T17:05:39.634-04:00,Fountain Square,-47.42,104.8,93.25,91.85,95.9,94.44,93.04,96.54,,,,,,,,,,,,,96.7,97.0,89.0,red,0,0,80,90
2026-07-01T17:05:40.649-04:00,Fountain Square,-47.59,103.37,92.86,91.46,95.04,94.24,92.84,96.34,,,,,,,,,,,,,96.3,94.9,88.8,red,0,0,80,90
2026-07-01T17:05:41.662-04:00,Fountain Square,-47.51,105.68,93.04,91.64,96.03,93.49,92.09,95.59,,,,,,,,,,,,,95.8,92.9,88.1,red,0,0,80,90
2026-07-01T17:05:42.675-04:00,Fountain Square,-47.4,106.34,93.3,91.9,96.1,92.37,90.97,94.47,,,,,,,,,,,,,95.2,92.1,87.0,red,0,0,80,90
2026-07-01T17:05:43.687-04:00,Fountain Square,-48.31,100.37,91.27,89.87,94.04,90.68,89.28,92.78,,,,,,,,,,,,,94.6,90.4,85.3,red,0,0,80,90
2026-07-01T17:05:44.700-04:00,Fountain Square,-50.18,98.13,87.1,85.7,90.09,90.46,89.06,92.56,,,,,,,,,,,,,93.9,90.7,85.1,red,0,0,80,90
2026-07-01T17:05:45.713-04:00,Fountain Square,-50.02,97.15,87.47,86.07,88.57,88.99,87.59,91.09,,,,,,,,,,,,,93.1,88.7,83.6,red,0,0,80,90
2026-07-01T17:05:46.727-04:00,Fountain Square,-49.74,98.6,88.09,86.69,89.86,88.38,86.98,90.48,,,,,,,,,,,,,92.2,88.9,83.0,red,0,0,80,90
2026-07-01T17:05:47.740-04:00,Fountain Square,-49.74,102.78,88.1,86.7,90.91,88.07,86.67,90.17,,,,,,,,,,,,,91.3,86.7,82.7,red,0,0,80,90
2026-07-01T17:05:48.754-04:00,Fountain Square,-49.52,102.32,88.58,87.18,90.85,87.63,86.23,89.73,,,,,,,,,,,,,90.5,87.7,82.2,red,0,0,80,90
