timestamp,venue,instant_dBA,LAeq_10s,LAeq_6min,light,projected_6min,timeToLimit_s,peakC_dB,violation,overload,yellow_limit,red_limit
2026-06-05T22:28:29.721-04:00,Fountain Square,87.1,87.1,87.1,green,87.1,,98.9,0,0,88,90
2026-06-05T22:28:30.734-04:00,Fountain Square,88.2,88.5,88.5,yellow,88.5,,99.38,0,0,88,90
2026-06-05T22:28:31.743-04:00,Fountain Square,88.0,88.2,88.2,yellow,88.2,,98.57,0,0,88,90
2026-06-05T22:28:32.753-04:00,Fountain Square,87.0,87.8,87.8,green,87.8,,101.07,0,0,88,90
2026-06-05T22:28:33.762-04:00,Fountain Square,86.3,88.0,88.0,green,88.0,,100.38,0,0,88,90
2026-06-05T22:28:34.772-04:00,Fountain Square,87.8,88.1,88.1,yellow,88.1,,100.94,0,0,88,90
2026-06-05T22:28:35.780-04:00,Fountain Square,89.6,88.1,88.1,yellow,88.1,,103.69,0,0,88,90
2026-06-05T22:28:36.789-04:00,Fountain Square,87.7,87.9,87.9,green,87.9,,100.99,0,0,88,90
2026-06-05T22:28:37.800-04:00,Fountain Square,85.5,87.8,87.8,green,87.8,,95.12,0,0,88,90
2026-06-05T22:28:38.811-04:00,Fountain Square,85.0,87.7,87.7,green,87.7,,96.65,0,0,88,90
2026-06-05T22:28:39.822-04:00,Fountain Square,87.9,87.8,87.8,green,87.8,,103.33,0,0,88,90
2026-06-05T22:28:40.834-04:00,Fountain Square,84.4,87.7,87.7,green,87.7,,99.11,0,0,88,90
2026-06-05T22:28:41.845-04:00,Fountain Square,88.7,87.7,87.8,green,87.8,,103.73,0,0,88,90
2026-06-05T22:28:42.854-04:00,Fountain Square,90.0,87.7,87.7,green,87.7,,104.58,0,0,88,90
2026-06-05T22:28:43.865-04:00,Fountain Square,88.4,87.6,87.7,green,87.7,,102.06,0,0,88,90
2026-06-05T22:28:44.876-04:00,Fountain Square,86.4,87.4,87.6,green,87.6,,96.2,0,0,88,90
2026-06-05T22:28:45.887-04:00,Fountain Square,86.5,87.3,87.6,green,87.5,,98.68,0,0,88,90
2026-06-05T22:28:46.897-04:00,Fountain Square,87.0,87.4,87.6,green,87.6,,101.94,0,0,88,90
2026-06-05T22:28:47.908-04:00,Fountain Square,87.6,87.4,87.6,green,87.5,,101.55,0,0,88,90
2026-06-05T22:28:48.922-04:00,Fountain Square,84.1,87.2,87.5,green,87.4,,100.0,0,0,88,90
2026-06-05T22:28:49.932-04:00,Fountain Square,82.4,86.9,87.4,green,87.3,,97.73,0,0,88,90
2026-06-05T22:28:50.944-04:00,Fountain Square,86.6,86.7,87.3,green,87.2,,100.92,0,0,88,90
2026-06-05T22:28:51.954-04:00,Fountain Square,82.8,86.4,87.2,green,87.1,,95.2,0,0,88,90
2026-06-05T22:28:52.964-04:00,Fountain Square,84.7,86.2,87.1,green,87.0,,100.05,0,0,88,90
2026-06-05T22:28:53.973-04:00,Fountain Square,86.2,86.0,87.1,green,86.9,,100.21,0,0,88,90
2026-06-05T22:28:54.983-04:00,Fountain Square,81.7,85.8,87.0,green,86.8,,96.04,0,0,88,90
2026-06-05T22:28:55.993-04:00,Fountain Square,88.2,85.6,86.9,green,86.7,,98.3,0,0,88,90
2026-06-05T22:28:57.003-04:00,Fountain Square,82.4,85.1,86.9,green,86.6,,96.48,0,0,88,90
2026-06-05T22:28:58.014-04:00,Fountain Square,85.1,84.9,86.8,green,86.5,,98.66,0,0,88,90
2026-06-05T22:28:59.022-04:00,Fountain Square,81.7,84.9,86.7,green,86.5,,90.7,0,0,88,90
2026-06-05T22:29:00.032-04:00,Fountain Square,82.8,84.7,86.6,green,86.4,,95.77,0,0,88,90
2026-06-05T22:29:01.043-04:00,Fountain Square,81.7,84.5,86.6,green,86.3,,96.39,0,0,88,90
2026-06-05T22:29:02.055-04:00,Fountain Square,83.5,84.3,86.5,green,86.2,,93.78,0,0,88,90
2026-06-05T22:29:03.063-04:00,Fountain Square,85.8,84.1,86.4,green,86.1,,100.58,0,0,88,90
2026-06-05T22:29:04.074-04:00,Fountain Square,82.3,83.7,86.3,green,86.0,,97.38,0,0,88,90
2026-06-05T22:29:05.083-04:00,Fountain Square,87.2,83.7,86.3,green,85.9,,99.62,0,0,88,90
2026-06-05T22:29:06.093-04:00,Fountain Square,82.8,83.5,86.2,green,85.9,,92.64,0,0,88,90
2026-06-05T22:29:07.104-04:00,Fountain Square,82.8,83.3,86.1,green,85.8,,94.51,0,0,88,90
2026-06-05T22:29:08.113-04:00,Fountain Square,81.2,83.0,86.1,green,85.7,,91.09,0,0,88,90
