timestamp,venue,instant_dBA,LAeq_10s,LAeq_6min,light,projected_6min,timeToLimit_s,peakC_dB,violation,overload,yellow_limit,red_limit
2026-06-05T21:29:20.641-04:00,Fountain Square,77.8,77.8,80.4,green,80.0,,90.15,0,0,88,90
2026-06-05T21:29:23.647-04:00,Fountain Square,88.8,86.1,80.4,green,82.0,,97.78,0,0,88,90
2026-06-05T21:29:26.640-04:00,Fountain Square,74.8,84.5,80.4,green,81.4,,85.9,0,0,88,90
2026-06-05T21:29:29.645-04:00,Fountain Square,67.0,83.3,80.4,green,81.0,,84.28,0,0,88,90
2026-06-05T21:29:32.636-04:00,Fountain Square,66.9,83.0,80.3,green,80.9,,82.09,0,0,88,90
2026-06-05T21:29:35.639-04:00,Fountain Square,70.1,71.0,80.3,green,79.6,,85.43,0,0,88,90
2026-06-05T21:29:41.647-04:00,Fountain Square,72.0,71.0,80.1,green,79.4,,85.4,0,0,88,90
2026-06-05T21:29:44.630-04:00,Fountain Square,71.6,71.7,80.1,green,79.4,,84.13,0,0,88,90
2026-06-05T21:29:47.636-04:00,Fountain Square,67.7,70.8,80.1,green,79.4,,84.06,0,0,88,90
2026-06-05T21:29:50.639-04:00,Fountain Square,70.2,70.7,80.1,green,79.4,,84.7,0,0,88,90
2026-06-05T21:29:53.642-04:00,Fountain Square,68.3,69.7,80.1,green,79.4,,84.4,0,0,88,90
2026-06-05T21:29:56.646-04:00,Fountain Square,70.3,69.3,80.0,green,79.3,,85.41,0,0,88,90
2026-06-05T21:29:59.640-04:00,Fountain Square,70.1,69.8,80.0,green,79.3,,82.69,0,0,88,90
2026-06-05T21:30:02.622-04:00,Fountain Square,68.4,69.4,80.0,green,79.3,,84.05,0,0,88,90
2026-06-05T21:30:05.636-04:00,Fountain Square,71.4,70.2,80.0,green,79.3,,87.48,0,0,88,90
2026-06-05T21:30:08.628-04:00,Fountain Square,79.6,74.9,79.9,green,79.4,,101.77,0,0,88,90
2026-06-05T21:30:11.631-04:00,Fountain Square,80.7,77.6,80.0,green,79.6,,104.84,0,0,88,90
2026-06-05T21:30:14.647-04:00,Fountain Square,81.1,79.5,80.0,green,79.9,,100.39,0,0,88,90
2026-06-05T21:30:17.641-04:00,Fountain Square,80.7,80.6,80.0,green,80.1,,102.32,0,0,88,90
2026-06-05T21:30:20.645-04:00,Fountain Square,81.1,80.9,79.9,green,80.1,,104.53,0,0,88,90
