timestamp,venue,instant_dBA,LAeq_10s,LAeq_6min,light,projected_6min,timeToLimit_s,peakC_dB,violation,overload,yellow_limit,red_limit
2026-06-05T22:42:53.849-04:00,Fountain Square,87.7,87.7,87.7,green,87.7,,99.46,0,0,88,90
2026-06-05T22:42:54.859-04:00,Fountain Square,87.2,87.8,87.8,green,87.8,,97.96,0,0,88,90
2026-06-05T22:42:55.870-04:00,Fountain Square,88.3,87.6,87.6,green,87.6,,104.07,0,0,88,90
2026-06-05T22:42:56.881-04:00,Fountain Square,84.5,87.5,87.5,green,87.5,,98.97,0,0,88,90
2026-06-05T22:42:57.893-04:00,Fountain Square,84.3,87.6,87.6,green,87.6,,98.35,0,0,88,90
2026-06-05T22:42:58.902-04:00,Fountain Square,89.5,87.6,87.6,green,87.6,,104.12,0,0,88,90
2026-06-05T22:42:59.913-04:00,Fountain Square,87.0,87.5,87.5,green,87.5,,101.92,0,0,88,90
2026-06-05T22:43:00.924-04:00,Fountain Square,88.9,87.5,87.5,green,87.5,,100.3,0,0,88,90
2026-06-05T22:43:01.935-04:00,Fountain Square,84.0,87.5,87.5,green,87.5,,97.87,0,0,88,90
2026-06-05T22:43:02.945-04:00,Fountain Square,86.4,87.5,87.5,green,87.5,,97.08,0,0,88,90
2026-06-05T22:43:03.955-04:00,Fountain Square,85.2,87.5,87.5,green,87.5,,98.54,0,0,88,90
2026-06-05T22:43:04.966-04:00,Fountain Square,86.6,87.4,87.5,green,87.5,,98.43,0,0,88,90
2026-06-05T22:43:05.978-04:00,Fountain Square,87.3,87.4,87.4,green,87.4,,101.32,0,0,88,90
2026-06-05T22:43:06.987-04:00,Fountain Square,83.4,87.4,87.4,green,87.4,,95.33,0,0,88,90
2026-06-05T22:43:07.997-04:00,Fountain Square,82.1,87.2,87.3,green,87.3,,96.49,0,0,88,90
2026-06-05T22:43:09.008-04:00,Fountain Square,87.5,87.1,87.3,green,87.3,,97.86,0,0,88,90
2026-06-05T22:43:10.019-04:00,Fountain Square,83.9,87.0,87.2,green,87.2,,95.88,0,0,88,90
2026-06-05T22:43:11.030-04:00,Fountain Square,87.6,86.8,87.1,green,87.1,,96.8,0,0,88,90
2026-06-05T22:43:12.040-04:00,Fountain Square,85.4,86.6,87.0,green,87.0,,97.51,0,0,88,90
2026-06-05T22:43:13.051-04:00,Fountain Square,88.1,86.4,87.0,green,86.9,,100.09,0,0,88,90
2026-06-05T22:43:14.063-04:00,Fountain Square,85.1,86.1,86.9,green,86.7,,98.05,0,0,88,90
2026-06-05T22:43:15.076-04:00,Fountain Square,82.5,85.9,86.8,green,86.6,,94.39,0,0,88,90
2026-06-05T22:43:16.086-04:00,Fountain Square,83.6,85.5,86.7,green,86.5,,93.8,0,0,88,90
2026-06-05T22:43:17.098-04:00,Fountain Square,84.0,85.3,86.6,green,86.4,,94.82,0,0,88,90
2026-06-05T22:43:18.110-04:00,Fountain Square,84.2,85.1,86.5,green,86.3,,94.81,0,0,88,90
2026-06-05T22:43:19.120-04:00,Fountain Square,80.7,84.8,86.5,green,86.2,,92.6,0,0,88,90
2026-06-05T22:43:20.129-04:00,Fountain Square,79.3,84.6,86.4,green,86.1,,94.49,0,0,88,90
2026-06-05T22:43:21.139-04:00,Fountain Square,81.4,84.3,86.3,green,86.0,,96.87,0,0,88,90
2026-06-05T22:43:22.151-04:00,Fountain Square,85.5,84.0,86.2,green,85.9,,98.38,0,0,88,90
2026-06-05T22:43:23.162-04:00,Fountain Square,84.0,83.8,86.1,green,85.8,,98.38,0,0,88,90
2026-06-05T22:43:24.174-04:00,Fountain Square,82.4,83.7,86.0,green,85.7,,96.34,0,0,88,90
2026-06-05T22:43:25.183-04:00,Fountain Square,81.5,83.5,86.0,green,85.7,,95.26,0,0,88,90
2026-06-05T22:43:26.191-04:00,Fountain Square,78.2,83.6,85.9,green,85.6,,90.62,0,0,88,90
2026-06-05T22:43:27.202-04:00,Fountain Square,82.4,83.4,85.8,green,85.5,,97.4,0,0,88,90
2026-06-05T22:43:28.212-04:00,Fountain Square,76.8,83.0,85.8,green,85.4,,88.06,0,0,88,90
2026-06-05T22:43:29.222-04:00,Fountain Square,85.4,82.8,85.7,green,85.3,,96.02,0,0,88,90
2026-06-05T22:43:30.232-04:00,Fountain Square,79.7,82.8,85.6,green,85.3,,95.59,0,0,88,90
2026-06-05T22:43:31.243-04:00,Fountain Square,82.2,82.8,85.6,green,85.2,,94.81,0,0,88,90
2026-06-05T22:43:32.255-04:00,Fountain Square,82.1,82.7,85.5,green,85.2,,94.25,0,0,88,90
2026-06-05T22:43:33.264-04:00,Fountain Square,81.7,82.6,85.5,green,85.1,,94.4,0,0,88,90
2026-06-05T22:43:34.275-04:00,Fountain Square,84.1,82.5,85.4,green,85.0,,93.82,0,0,88,90
2026-06-05T22:43:35.286-04:00,Fountain Square,78.5,82.3,85.3,green,84.9,,92.9,0,0,88,90
2026-06-05T22:43:36.298-04:00,Fountain Square,77.9,82.0,85.2,green,84.9,,87.72,0,0,88,90
2026-06-05T22:43:37.308-04:00,Fountain Square,82.0,81.8,85.2,green,84.8,,97.14,0,0,88,90
2026-06-05T22:43:38.318-04:00,Fountain Square,82.1,81.7,85.1,green,84.7,,91.81,0,0,88,90
2026-06-05T22:43:39.330-04:00,Fountain Square,79.7,81.7,85.1,green,84.7,,90.34,0,0,88,90
