timestamp,venue,FS Peak,Peak C,SPL Fast,SPL A Fast,SPL C Fast,SPL Slow,SPL A Slow,SPL C Slow,Leq 1,LAeq 1,LCeq 1,LAeq 1s,LAeq 3,LAeq 6,LAeq 10s,LCeq 3,LCeq 10s,Leq 10s C-A,Exposure O,Exposure N,LAeq_10s_computed,sub63_10s,sub63_1min,light,violation,overload,yellow_limit,red_limit
2026-07-01T17:04:06.671-04:00,Fountain Square,-55.01,85.13,76.38,74.98,78.36,75.58,74.18,77.68,,,,,,,,,,,,,74.2,75.3,70.2,green,0,0,80,90
2026-07-01T17:04:07.683-04:00,Fountain Square,-55.47,86.43,75.35,73.95,77.91,76.82,75.42,78.92,,,,,,,,,,,,,75.0,74.3,71.4,green,0,0,80,90
2026-07-01T17:04:08.697-04:00,Fountain Square,-55.19,84.49,75.99,74.59,78.48,75.81,74.41,77.91,,,,,,,,,,,,,74.9,74.7,70.4,green,0,0,80,90
2026-07-01T17:04:09.711-04:00,Fountain Square,-54.54,89.58,77.42,76.02,80.47,76.44,75.04,78.54,,,,,,,,,,,,,74.9,73.3,71.0,green,0,0,80,90
2026-07-01T17:04:10.724-04:00,Fountain Square,-55.87,84.82,74.47,73.07,77.43,76.2,74.8,78.3,,,,,,,,,,,,,74.9,74.2,70.8,green,0,0,80,90
2026-07-01T17:04:11.740-04:00,Fountain Square,-55.89,87.34,74.42,73.02,76.48,75.6,74.2,77.7,,,,,,,,,,,,,74.9,73.4,70.2,green,0,0,80,90
2026-07-01T17:04:12.755-04:00,Fountain Square,-55.61,83.24,75.04,73.64,77.22,75.67,74.27,77.77,,,,,,,,,,,,,74.8,73.5,70.3,green,0,0,80,90
2026-07-01T17:04:13.769-04:00,Fountain Square,-55.67,85.07,74.91,73.51,77.43,75.28,73.88,77.38,,,,,,,,,,,,,74.7,72.8,69.9,green,0,0,80,90
2026-07-01T17:04:14.783-04:00,Fountain Square,-55.33,84.79,75.66,74.26,78.16,75.18,73.78,77.28,,,,,,,,,,,,,74.6,72.8,69.8,green,0,0,80,90
2026-07-01T17:04:15.797-04:00,Fountain Square,-55.84,85.17,74.52,73.12,77.43,74.58,73.18,76.68,,,,,,,,,,,,,74.5,73.5,69.2,green,0,0,80,90
2026-07-01T17:04:16.813-04:00,Fountain Square,-55.88,84.94,74.44,73.04,77.47,74.56,73.16,76.66,,,,,,,,,,,,,74.4,70.9,69.2,green,0,0,80,90
2026-07-01T17:04:17.827-04:00,Fountain Square,-55.24,86.12,75.87,74.47,77.49,75.14,73.74,77.24,,,,,,,,,,,,,74.2,72.7,69.7,green,0,0,80,90
2026-07-01T17:04:18.842-04:00,Fountain Square,-56.94,84.8,72.08,70.68,74.01,74.27,72.87,76.37,,,,,,,,,,,,,74.1,70.6,68.9,green,0,0,80,90
