timestamp,venue,FS Peak,Peak C,SPL Fast,SPL A Fast,SPL C Fast,SPL Slow,SPL A Slow,SPL C Slow,Leq 1,LAeq 1,LCeq 1,LAeq 1s,LAeq 3,LAeq 6,LAeq 10s,LCeq 3,LCeq 10s,Leq 10s C-A,Exposure O,Exposure N,LAeq_10s_computed,sub63_10s,sub63_1min,light,violation,overload,yellow_limit,red_limit
2026-06-17T16:33:43.548-04:00,Fountain Square,-52.2,92.56,82.62,81.22,85.64,84.9,83.5,87.0,,,,,,,,,,,,,83.5,81.9,79.5,yellow,0,0,80,90
2026-06-17T16:33:44.560-04:00,Fountain Square,-52.27,90.36,82.46,81.06,83.82,84.48,83.08,86.58,,,,,,,,,,,,,83.5,81.4,79.1,yellow,0,0,80,90
2026-06-17T16:33:45.572-04:00,Fountain Square,-51.66,93.96,83.82,82.42,85.43,84.23,82.83,86.33,,,,,,,,,,,,,83.3,82.3,78.8,yellow,0,0,80,90
2026-06-17T16:33:46.584-04:00,Fountain Square,-52.96,93.18,80.92,79.52,82.26,83.93,82.53,86.03,,,,,,,,,,,,,83.2,79.2,78.5,yellow,0,0,80,90
2026-06-17T16:33:47.595-04:00,Fountain Square,-53.29,92.43,80.2,78.8,82.12,84.85,83.45,86.95,,,,,,,,,,,,,83.3,79.9,79.5,yellow,0,0,80,90
2026-06-17T16:33:48.606-04:00,Fountain Square,-52.01,94.39,83.05,81.65,85.94,84.99,83.59,87.09,,,,,,,,,,,,,83.4,81.9,79.6,yellow,0,0,80,90
2026-06-17T16:33:49.617-04:00,Fountain Square,-51.08,94.95,85.11,83.71,86.89,83.66,82.26,85.76,,,,,,,,,,,,,83.2,79.3,78.3,yellow,0,0,80,90
2026-06-17T16:33:50.630-04:00,Fountain Square,-52.13,93.99,82.78,81.38,85.33,82.92,81.52,85.02,,,,,,,,,,,,,83.0,79.2,77.5,yellow,0,0,80,90
2026-06-17T16:33:51.643-04:00,Fountain Square,-50.73,94.02,85.88,84.48,87.39,83.73,82.33,85.83,,,,,,,,,,,,,82.9,79.0,78.3,yellow,0,0,80,90
2026-06-17T16:33:52.655-04:00,Fountain Square,-51.02,95.4,85.24,83.84,86.64,82.87,81.47,84.97,,,,,,,,,,,,,82.8,78.6,77.5,yellow,0,0,80,90
2026-06-17T16:33:53.668-04:00,Fountain Square,-52.96,90.1,80.94,79.54,83.55,82.39,80.99,84.49,,,,,,,,,,,,,82.6,77.2,77.0,yellow,0,0,80,90
