timestamp,venue,FS Peak,Peak C,SPL Fast,SPL A Fast,SPL C Fast,SPL Slow,SPL A Slow,SPL C Slow,Leq 1,LAeq 1,LCeq 1,LAeq 1s,LAeq 3,LAeq 6,LAeq 10s,LCeq 3,LCeq 10s,Leq 10s C-A,Exposure O,Exposure N,LAeq_10s_computed,sub63_10s,sub63_1min,light,violation,overload,yellow_limit,red_limit
2026-07-01T16:52:39.156-04:00,Fountain Square,-46.78,105.58,94.67,93.27,97.53,91.99,90.59,94.09,,,,,,,,,,,,,90.6,86.7,86.6,red,0,0,80,90
2026-07-01T16:52:40.169-04:00,Fountain Square,-46.56,103.09,95.15,93.75,96.93,94.01,92.61,96.11,,,,,,,,,,,,,91.7,91.6,88.6,red,0,0,80,90
2026-07-01T16:52:41.182-04:00,Fountain Square,-46.31,109.95,95.7,94.3,98.56,95.27,93.87,97.37,,,,,,,,,,,,,92.5,89.7,89.9,red,0,0,80,90
2026-07-01T16:52:42.195-04:00,Fountain Square,-45.71,105.52,97.04,95.64,99.36,96.02,94.62,98.12,,,,,,,,,,,,,93.1,93.3,90.6,red,0,0,80,90
2026-07-01T16:52:43.207-04:00,Fountain Square,-45.23,110.35,98.1,96.7,100.21,96.2,94.8,98.3,,,,,,,,,,,,,93.5,92.1,90.8,red,0,0,80,90
2026-07-01T16:52:44.220-04:00,Fountain Square,-45.24,111.36,98.08,96.68,99.67,97.27,95.87,99.37,,,,,,,,,,,,,94.0,93.4,91.9,red,0,0,80,90
2026-07-01T16:52:45.233-04:00,Fountain Square,-44.77,111.25,99.13,97.73,101.41,97.99,96.59,100.09,,,,,,,,,,,,,94.4,94.8,92.6,red,0,0,80,90
2026-07-01T16:52:46.245-04:00,Fountain Square,-45.03,110.79,98.56,97.16,99.88,98.21,96.81,100.31,,,,,,,,,,,,,94.9,95.0,92.8,red,0,0,80,90
2026-07-01T16:52:47.258-04:00,Fountain Square,-45.11,111.58,98.38,96.98,99.98,98.39,96.99,100.49,,,,,,,,,,,,,95.2,94.7,93.0,red,0,0,80,90
2026-07-01T16:52:48.272-04:00,Fountain Square,-44.79,112.03,99.08,97.68,100.61,98.84,97.44,100.94,,,,,,,,,,,,,95.5,96.4,93.4,red,0,0,80,90
